[16:42:58] === 开始监控 TNOS / SOL (jLVprkYrvz...) ===
[16:42:59] 已知操盘方钱包(bundler/transfer_in/creator/dev_team标签): 40个
[16:42:59] 检测条件: 单笔买入>=$50 且钱包不在上面这个名单里 -> 判定疑似真买家
[16:42:59] 每10秒查一次最新成交,最长跑33分钟
[17:16:38] *** 疑似真买家信号#171 *** 钱包3gosrP8jFS... 买入$216.09 (不在已知操盘方名单里,tx=Dz2r1vUFj1Lu...)
[17:16:38] *** 疑似真买家信号#172 *** 钱包6uWbvJDKPU... 买入$69.64 (不在已知操盘方名单里,tx=5e7ZA7Nti5Db...)
[17:17:12] *** 疑似真买家信号#173 *** 钱包9PLhqqTk2Y... 买入$173.57 (不在已知操盘方名单里,tx=4yF4AEN4QU7h...)
[17:17:12] *** 疑似真买家信号#174 *** 钱包Fk4ydcTDsR... 买入$163.11 (不在已知操盘方名单里,tx=2WnhyajKdZ2k...)
[17:17:12] *** 疑似真买家信号#175 *** 钱包5ed6WnruxU... 买入$96.45 (不在已知操盘方名单里,tx=3UzjxREcB4bo...)
[17:17:12] *** 疑似真买家信号#176 *** 钱包6jZp7XGADN... 买入$144.34 (不在已知操盘方名单里,tx=5FRuXbHetuQp...)
[17:17:49] *** 疑似真买家信号#177 *** 钱包6pFdGxxBAN... 买入$323.37 (不在已知操盘方名单里,tx=3UCyV3JgLx1R...)
[17:17:49] *** 疑似真买家信号#178 *** 钱包7anHrkcZ4w... 买入$66.82 (不在已知操盘方名单里,tx=5G4a8zN62bT2...)
[17:17:49] *** 疑似真买家信号#179 *** 钱包AuRoLgLPgQ... 买入$79.21 (不在已知操盘方名单里,tx=5L9rkDeNDZrP...)
[17:18:27] *** 疑似真买家信号#180 *** 钱包CuKd32hcLZ... 买入$162.14 (不在已知操盘方名单里,tx=4uC9P5wM562v...)
[17:19:38] *** 疑似真买家信号#181 *** 钱包5ca4XRt5YF... 买入$86.75 (不在已知操盘方名单里,tx=2ccoGg8HeWqE...)
[17:19:38] *** 疑似真买家信号#182 *** 钱包CqUhouAbdV... 买入$190.84 (不在已知操盘方名单里,tx=5owwEDMBnmmd...)
[17:19:38] *** 疑似真买家信号#183 *** 钱包4HVU1kuLgc... 买入$187.20 (不在已知操盘方名单里,tx=3i8ypr9kjUi4...)
[17:19:38] *** 疑似真买家信号#184 *** 钱包BQqNC2FrG8... 买入$55.22 (不在已知操盘方名单里,tx=3N8r2grfWrgE...)
[17:19:38] *** 疑似真买家信号#185 *** 钱包GJJNkXCf1w... 买入$95.54 (不在已知操盘方名单里,tx=4zfhNogTkqDU...)
[17:20:12] *** 疑似真买家信号#186 *** 钱包AvnrDbQj1v... 买入$225.78 (不在已知操盘方名单里,tx=2fR5cuUVfdTx...)
[17:20:12] *** 疑似真买家信号#187 *** 钱包DjXZZFv2s4... 买入$155.90 (不在已知操盘方名单里,tx=3DbMT8418bW6...)
[17:20:12] *** 疑似真买家信号#188 *** 钱包75H7Nca3BK... 买入$123.57 (不在已知操盘方名单里,tx=4uXjZYmeTPfA...)
[17:20:12] *** 疑似真买家信号#189 *** 钱包5SYkasrb7x... 买入$208.70 (不在已知操盘方名单里,tx=sF33LWaLKbWf...)
[17:20:50] *** 疑似真买家信号#190 *** 钱包5ZNk7TYYQa... 买入$74.01 (不在已知操盘方名单里,tx=4DTUvn3eHW8B...)
[17:20:50] *** 疑似真买家信号#191 *** 钱包GodJTmdVEQ... 买入$218.27 (不在已知操盘方名单里,tx=4grXQBHQv2z1...)
[17:20:50] *** 疑似真买家信号#192 *** 钱包9a8PEUjTmN... 买入$73.52 (不在已知操盘方名单里,tx=41DeCozMiBik...)
[17:20:50] *** 疑似真买家信号#193 *** 钱包Hmm2oxd7Fj... 买入$120.71 (不在已知操盘方名单里,tx=3ub8WDvwLCwR...)
[17:22:01] *** 疑似真买家信号#194 *** 钱包HB7M4tpGhn... 买入$145.98 (不在已知操盘方名单里,tx=2aXGGvPQvYXb...)
[17:22:01] *** 疑似真买家信号#195 *** 钱包2vDwyPfXK6... 买入$351.30 (不在已知操盘方名单里,tx=UsddNGby2H9n...)
[17:22:01] *** 疑似真买家信号#196 *** 钱包DeADWa1x6G... 买入$162.73 (不在已知操盘方名单里,tx=5cPecQH5q8Y7...)
[17:22:01] *** 疑似真买家信号#197 *** 钱包61NZY99Jxu... 买入$59.39 (不在已知操盘方名单里,tx=4pFAzHKfECCn...)
[17:22:01] *** 疑似真买家信号#198 *** 钱包GXeLj6RQqZ... 买入$93.28 (不在已知操盘方名单里,tx=59EXnqqyZP4w...)
[17:22:01] *** 疑似真买家信号#199 *** 钱包5uuzGjfVtb... 买入$113.77 (不在已知操盘方名单里,tx=5iGDNofWfk3W...)
[17:22:38] *** 疑似真买家信号#200 *** 钱包2CbGmUN7y6... 买入$118.47 (不在已知操盘方名单里,tx=t6cVMiYFCj6U...)
[17:22:38] *** 疑似真买家信号#201 *** 钱包DDaT58s1fp... 买入$233.92 (不在已知操盘方名单里,tx=iA9PmHp4yz63...)
[17:22:38] *** 疑似真买家信号#202 *** 钱包5Gd6hkxtPc... 买入$160.70 (不在已知操盘方名单里,tx=3v3eZbCwm1Mf...)
[17:22:38] *** 疑似真买家信号#203 *** 钱包6vUPeRx6EH... 买入$233.21 (不在已知操盘方名单里,tx=q8A2exsqRB3j...)
[17:22:58] === 监控窗口结束,共203次疑似真买家信号 ===
